id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
cyyoe,12,1,31,11,1,53
qxgc2,1,1,9,1,1,11
vqupl,12,1,39,12,1,71
jfp5y,12,4,65,8,16,81
nx1e3,11,1,42,11,1,20
hkppz,12,15,30,3,2,28
k2b9q,12,1,76,3,1,27
y2yhr,11,1,11,11,1,33
jwxz2,3,3,69,12,25,59
fx2hq,11,1,55,12,1,43
p4csv,11,9,41,5,10,82
mf9l8,12,15,97,5,19,64
ulzcd,11,10,44,3,28,74
ag7qx,2,14,35,2,14,5
x2qh0,5,9,17,12,11,61
suanm,11,1,41,11,1,65
vegw2,10,15,60,7,12,18
k7vlz,6,28,51,10,1,23
lzsce,5,25,71,12,21,70
itfio,3,21,16,3,25,6
v3u2e,9,28,52,3,2,92
b0app,8,19,34,2,6,65
nxog2,3,23,3,11,5,76
geb2p,12,6,78,1,24,81
qyxr7,3,30,67,11,8,15
ztfr8,1,1,96,9,1,5
rbn2d,9,1,63,9,1,71
bqygl,1,1,16,3,1,13
kj02y,9,22,28,11,5,41
aa4os,11,1,32,11,1,5
mftkh,12,19,34,11,1,56
e02wz,2,15,40,10,9,35
sw26m,3,1,54,12,3,22
ncf8o,11,1,87,12,1,43
iobzu,12,1,45,11,1,61
wa056,12,1,33,11,9,35
t2zab,3,12,34,11,15,51
qqgyr,3,11,83,9,14,12
jw3qz,12,22,76,11,18,22
hquo6,3,25,71,5,10,81
pv05h,12,13,82,12,28,79
uglc6,4,12,67,6,3,96
vlv3s,3,21,98,8,15,46
ulflp,11,1,96,11,1,57
aqmw5,9,15,89,8,31,72
zgtb5,3,1,37,3,1,75
ghr7e,3,14,65,12,20,19
a77ws,4,20,16,7,1,71
osygi,3,11,36,11,12,43
lwiu5,5,13,53,12,21,26
ctfup,1,27,16,9,20,43
f57x0,11,4,25,5,25,34
flwfi,12,18,47,5,6,97
lpjgj,12,27,96,9,2,15
tjl5h,9,1,83,1,24,12
r6fr9,3,11,11,11,12,26
af7aa,1,1,26,1,1,31
efmm5,12,5,33,12,19,12
pbgkr,1,1,21,1,1,49
uottj,11,1,88,12,1,15
a4yie,2,10,83,5,26,49
ix9go,1,1,31,1,1,97
djji0,7,7,42,4,19,85
mj332,5,1,25,5,1,4
km1nw,3,14,67,5,31,7
e34pd,3,17,39,1,18,9
zrjtw,11,1,27,3,1,44
t0gb9,11,8,21,5,23,37
om7de,3,1,58,12,1,56
tudct,11,12,52,5,3,42
ip32y,12,14,86,9,26,93
yklck,11,15,53,12,21,98
ke4eq,1,1,74,1,1,41
knwm7,3,6,80,3,12,45
otsix,3,1,75,3,1,63
pv1o8,5,21,27,11,17,64
qtu67,11,30,9,3,7,70
vthi4,10,23,44,6,25,79
gebrj,5,19,46,3,16,56
s1f0q,11,19,71,12,28,5
f80fb,7,12,14,8,30,15
g3tu9,7,15,80,6,28,43
mh3qz,12,7,50,12,24,24
n1bqx,1,31,13,5,12,78
q61ar,11,1,89,12,13,27
dzoqv,11,17,33,11,31,4
vf49x,3,1,11,12,1,97
ov5oc,3,18,40,3,18,95
pu6rr,5,1,23,3,17,92
tyxz1,3,30,92,5,26,55
slnmt,11,29,41,11,27,23
l656n,6,20,23,2,1,25
m8g3x,1,1,15,1,1,44
gzwlz,5,10,42,12,10,40
o3nff,3,13,90,5,20,26
fqko2,11,13,66,11,14,57
quu8q,11,1,52,12,1,77
ke05o,5,13,31,12,10,16
gxa4x,11,12,55,9,13,67
mm6vl,11,9,5,5,25,23
ytbsf,5,26,23,11,15,76
o3ekr,12,1,74,5,1,11
i2xl8,8,31,93,9,8,87
le7sp,1,1,63,1,1,6
p659h,3,20,7,5,3,92
d0tiq,12,6,44,12,12,64
ogn6w,5,16,74,12,2,70
afsoq,3,13,84,9,29,44
wcp73,1,1,73,9,1,11
psh0r,6,15,80,7,21,63
c643k,10,19,81,10,13,66
mim9l,11,22,52,3,30,16
w4pkx,1,2,59,9,18,33
zsyk8,3,1,40,12,1,8
dcxol,12,12,22,8,14,79
hulwo,1,1,98,12,1,43
dvuv4,12,1,38,3,1,96
jmb69,11,7,45,3,7,37
wx0c2,5,2,25,5,10,17
s3s3j,3,28,90,3,28,40
gd7wr,11,3,55,11,6,89
i4vob,5,1,51,11,1,37
p2k2j,12,1,51,11,1,10
puhrm,11,6,12,12,24,63
m6g25,3,24,96,12,16,28
ks3a8,11,6,63,12,19,96
yqiy6,1,28,77,3,26,3
nyley,1,1,77,1,1,34
uqcy7,7,17,42,6,27,69
y1al4,5,21,89,3,4,68
ih5t1,1,1,95,1,1,42
uco7i,12,17,32,3,27,74
v8hss,3,1,91,12,1,98
f20a7,11,9,53,12,26,76
fjgs7,12,1,45,11,1,64
ejt9s,3,1,15,11,1,56
qqtma,7,25,53,10,11,10
tw8jq,3,1,21,1,1,61
tkg8w,12,26,12,11,9,50
kgkds,9,1,19,11,1,73
s3s81,3,1,42,11,1,49
ayopp,3,9,39,11,17,50
rynow,6,31,96,2,28,20
m96bi,11,1,48,11,1,6
viirt,12,1,72,12,1,78
z2mpd,3,11,7,3,19,90
oc73k,10,19,41,6,20,76
qnr3w,11,1,88,12,1,14
yu1gg,3,28,5,3,24,79
iy8ku,12,6,81,11,26,73
d4c0o,3,7,89,3,29,77
n1aui,5,1,43,5,1,27
jjp7y,3,10,52,9,8,70
qs9zf,6,26,29,10,30,14
uarvz,12,22,33,5,7,78
nsosw,11,5,57,12,9,55
isgbh,3,15,45,5,15,57
ogyxw,3,1,32,9,1,83
lrjxs,7,18,34,7,25,28
ezu10,7,2,31,7,15,98
ubatt,9,1,22,3,1,60
ibeyj,5,24,4,11,7,33
occdz,5,4,54,12,11,55
xwcih,5,22,59,12,29,19
emb36,12,24,97,12,3,50
lelf5,11,1,93,3,1,93
ejttt,3,1,87,12,1,21
lsd0a,1,19,99,11,29,49
hhvrh,3,14,57,12,28,60
xzgkt,7,14,75,2,30,72
hskhs,7,15,3,9,30,39
pavpc,9,15,33,9,19,76
dh9ja,7,22,34,10,16,69
lcfl3,11,10,17,5,24,88
v1bny,10,14,80,6,8,67
ru5wu,3,14,57,11,14,7
h0wc4,11,27,8,11,12,6
zjf60,3,11,89,3,14,3
ubs9g,11,1,31,12,1,39
kl05j,7,12,8,7,12,87
zjcx3,3,1,32,11,1,21
e4u7y,11,1,19,5,1,78
izvlb,1,1,6,1,1,92
yngww,3,25,13,3,25,27
zdzmk,12,1,55,11,1,73
v0hql,3,6,9,3,11,18
eylyu,6,27,14,6,16,7
f40oz,1,1,99,5,1,44
qqg74,11,8,28,12,14,4
brvtj,3,1,47,1,1,91
zltuh,4,23,55,10,13,24
yklkz,1,1,65,1,1,43
vrg3w,12,19,73,12,31,76
z9yj8,12,25,94,5,5,18
f67ov,1,21,91,12,25,38
waxo7,4,30,71,7,31,3
gio19,11,30,61,5,23,61
dfefs,7,2,47,8,17,70
gn8zv,12,16,92,5,22,38
u5z2e,3,11,62,12,11,21
yv764,12,28,74,12,13,91
puil9,1,1,70,1,1,42
g4s10,3,21,70,9,27,29
p0y9w,12,7,37,3,6,35
nw3od,5,16,32,9,11,50
ncwsr,2,22,89,2,12,51
j88od,8,11,42,8,29,4
dfv7e,12,9,2,12,28,3
jy729,4,4,20,4,23,87
xs6g0,11,18,53,3,10,44
kq37z,10,17,52,10,7,82
aw64p,1,1,76,1,1,55
i4jsv,11,2,37,3,13,5
l5ujs,11,3,14,12,13,7
pl5jr,11,1,39,12,21,40
qb34j,7,19,38,6,19,28
lfz6o,3,23,56,11,18,93
dsapm,3,26,79,11,4,6
lb57k,7,6,11,7,30,91
auio0,5,15,89,3,17,85
npadm,12,26,16,5,4,6
l6v6d,11,1,81,11,1,41
j2oev,5,29,91,3,15,79
r30bg,12,22,22,5,18,20
tgx39,7,17,29,2,15,89
g16ry,3,5,92,11,9,81
n2p9f,12,1,93,11,1,54
nii16,5,17,71,3,1,64
nyhii,7,7,75,4,16,82
ktbb2,12,25,66,11,6,67
f2zlh,4,31,40,7,22,49
er22v,12,9,56,11,21,44
agwl9,11,1,25,12,1,41
b09ms,12,27,13,11,30,40
v3t85,3,1,48,3,1,82
bcfjq,9,23,35,5,3,79
wet0c,4,11,44,9,3,50
xaax2,10,12,39,12,5,19
gu4ku,12,18,94,12,31,82
lht0o,3,9,2,5,21,14
jnu68,3,1,61,12,1,46
kayci,9,30,67,12,7,1
jkjky,1,1,11,1,1,78
i9n20,3,1,85,11,1,20
rbccj,3,27,48,8,1,61
kknbs,12,9,61,12,15,38
ecqwx,5,1,47,3,1,37
jyh9p,3,14,36,1,26,14
z7bp1,11,8,78,11,9,72
zfn0d,11,1,2,5,1,74
b8ra3,3,6,31,5,13,97
oyhho,2,5,23,7,25,26
z6c2e,9,9,37,9,11,81
f5gst,11,14,1,5,25,58
baxg0,12,11,94,11,14,33
fmkvu,3,17,39,12,13,88
ig9yc,11,1,3,3,1,97
ya96t,3,7,80,11,16,84
g70wm,3,19,14,11,11,21
ichtx,3,23,95,3,6,21
gse52,3,12,78,9,15,26
ki4i1,6,24,16,10,14,2
zoz5q,3,27,64,12,6,56
cjn0u,3,21,59,11,21,90
loizj,11,3,40,3,18,74
pzpa1,3,1,50,11,1,96
dxtd7,4,18,44,6,22,92
boqs4,1,27,20,3,9,45
z19nm,3,6,57,11,26,11
gxcwa,12,28,82,12,11,3
g989z,11,26,35,3,13,41
j4d5p,4,18,54,10,21,95
bqns0,7,26,70,4,9,55
dgvl1,2,16,57,4,22,5
ax21l,5,15,29,3,27,70
nbbwh,5,1,5,3,1,21
mq3b8,10,5,92,4,11,29
h5a6z,11,3,28,12,18,15
xk0mh,3,20,5,3,21,18
hqk2v,10,31,73,10,21,55
akd66,9,18,58,9,4,52
ckawg,11,15,87,12,30,65
s94qp,12,11,34,5,2,60
n28ma,9,1,79,9,1,75
gnwcz,3,1,35,12,1,17
gbd6q,3,8,5,8,23,46
fnskz,3,3,53,3,4,73
ktdlm,9,1,3,8,1,13
sgsf8,3,19,15,11,29,41
qsx19,3,4,15,3,7,79
t3ao6,7,7,51,2,23,19
bn3ha,11,2,20,5,25,56
o0zzz,10,21,4,10,21,34
t4w8i,3,9,65,3,24,86
fpqjd,3,1,36,12,1,90
pw7n0,12,13,75,3,1,32
as7wh,11,1,39,5,1,24
x6s5j,4,15,96,7,2,3
trvvw,4,27,94,10,5,25
qh8un,12,16,80,11,19,17
pz4j5,5,1,99,11,1,80
rlq9j,3,3,53,11,26,30
k1ov1,3,1,24,9,1,80
z4zh4,12,3,72,12,13,8
f07ju,2,11,4,12,19,5
vhr6d,5,1,12,12,1,48
tmozp,12,11,56,11,6,47
v24k7,12,9,67,11,25,13
bnus7,9,17,76,5,26,27
lxfbx,11,1,26,12,1,4
q6r2p,10,29,29,10,6,14
q8l01,5,17,5,11,5,41
rjacm,3,1,49,3,1,93
q9gai,10,17,65,10,14,7
f6aoy,11,15,45,2,28,53
vaefb,12,1,73,12,1,94
m8mvg,3,20,57,11,17,23
zwyix,2,23,5,2,15,55
nat18,12,1,17,11,1,20
nk3ou,1,1,36,1,1,38
pp6dk,12,20,24,11,10,21
wiqps,9,27,92,12,11,87
xpf85,11,1,76,3,1,22
pcfpo,7,26,92,10,21,24
o50rh,11,9,6,12,15,32
bwktr,9,18,14,8,23,50
bz6za,11,1,39,3,1,62
tsds6,11,23,15,12,1,10
ixlx6,11,31,20,3,27,42
lvmal,11,27,31,12,27,84
q9w9a,12,19,5,5,15,48
fpqed,12,14,23,3,31,88
iubgd,11,19,32,5,16,49
b1ni4,3,5,4,3,5,37
tsosw,11,1,34,3,1,8
n42qs,11,1,41,12,21,74
e9tmu,9,22,81,8,27,9
pyd79,11,9,67,12,29,3
dbq3a,10,24,85,2,26,88
unqhd,3,13,86,3,19,24
gy47f,9,6,75,9,6,91
haueh,12,3,8,3,22,38
wbgv7,3,13,63,5,14,99
ty1re,8,28,19,3,23,9
rmlqq,6,29,75,10,28,60
ptbln,3,7,81,2,3,82
nl5h6,12,14,40,11,10,71
etn27,9,1,70,3,1,80
hvkhp,6,16,90,4,7,20
z70x5,7,25,82,2,18,66
xwc2h,5,3,62,11,27,14
s0moo,1,1,79,3,1,44
xz5um,12,30,77,11,22,10
u68rc,11,26,78,12,31,35
k235t,3,11,3,3,12,21
s8xwn,3,28,65,1,13,1
t1g0e,5,11,44,9,11,21
d2fb0,3,16,70,11,29,42
x0lkn,1,1,57,1,1,24
mmz9l,12,1,78,11,1,97
iu4vn,1,1,57,1,1,37
mttod,11,16,44,3,27,6
isbh4,12,1,90,12,1,26
ilpxr,3,15,32,12,28,57
ouatl,3,1,55,3,1,29
zc2ay,3,7,76,11,19,67
kgfbh,11,30,8,12,1,64
fwxio,3,24,19,5,21,92
tsbn1,10,31,1,7,16,58
hlkga,11,2,51,3,10,82
n4edx,9,31,93,1,19,52
gfjft,3,23,85,12,31,17
fvnor,2,22,88,10,12,6
go8pe,12,1,67,9,1,30
j7b3v,3,16,84,11,10,69
y2fhr,3,1,63,3,1,78
r4b09,9,1,46,3,1,69
s6420,5,21,24,1,5,34
bix1t,12,1,27,12,1,17
ah7lx,3,1,98,3,1,32
is79r,6,26,54,11,1,66
xczqb,3,26,38,1,28,60
acs92,3,15,90,11,30,76
tjr25,11,1,6,3,1,12
vej90,12,14,61,3,2,16
htezg,11,23,32,3,10,32
d8a49,1,1,37,1,1,27
d442h,11,26,56,3,9,64
cck7u,11,10,32,11,10,28
vc2l2,3,1,29,11,1,39
umh23,11,10,86,11,19,33
rhaom,12,1,99,9,1,28
c3uq1,8,22,88,9,25,89
y60ye,8,23,31,8,27,22
rzpp3,3,10,55,5,31,28
vk21h,12,1,25,9,1,14
jac5a,11,25,41,3,14,1
fwloi,9,1,8,8,1,26
vbmwd,11,13,22,9,2,31
btowa,7,23,4,10,8,95
e4a3t,12,1,54,3,1,84
dn31d,7,2,85,7,28,88
ckjdu,12,24,13,12,3,18
o54wn,12,25,28,11,17,47
ft5vd,10,6,99,7,7,67
z3w0s,11,14,50,5,1,55
yyyoe,3,6,31,11,30,83
eh0ha,11,28,42,12,14,62
vfo9m,10,16,44,7,30,2
b1trx,3,8,93,3,19,96
h7yuq,1,1,50,12,1,31
rix7u,4,8,42,2,29,85
fiqhn,5,28,4,11,13,86
c09pl,5,9,10,3,19,99
er0v1,3,30,86,3,4,60
rpk69,9,6,86,9,18,27
fzmbh,3,5,76,3,21,69
g493w,8,1,77,11,1,45
fa056,12,11,35,11,17,26
wil30,12,1,48,3,1,49
x5jef,4,19,80,7,9,62
usa6k,11,31,57,3,22,55
a49fy,11,19,24,6,24,49
g55ee,3,23,10,5,5,90
wliym,6,14,94,6,21,93
omxfg,3,1,63,3,1,34
bzlr2,11,15,87,9,30,50
gk26g,11,6,69,9,5,3
vblmk,11,1,23,11,28,65
w5l0s,12,29,54,5,15,50
lcvfr,4,21,41,4,31,49
dpaef,12,4,84,12,26,49
c1cqc,2,28,39,10,21,26
f83lo,4,21,89,6,21,96
ucd58,2,31,55,7,11,87
vpmzy,4,24,83,4,3,46
gnxzd,11,1,77,12,1,90
zy4c1,11,5,95,12,14,67
wj0cv,7,17,9,7,22,85
zc0pv,12,17,16,3,2,40
tadir,12,5,36,8,25,48
otu37,7,3,60,6,17,26
za57r,5,27,5,12,31,84
r1t70,3,7,55,11,10,51
vl4vt,8,1,21,8,1,85
kmcwl,7,30,51,10,24,6
gk9az,12,20,68,9,10,35
ojw2a,3,11,42,12,2,18
k0efz,5,4,27,3,10,70
jdvj1,9,17,19,3,20,13
shaqs,5,1,42,5,1,11
py19n,1,5,44,1,5,50
i55ha,3,1,45,12,1,46
gw246,3,14,48,12,23,7
o0but,3,8,76,3,2,65
iolbl,1,1,15,12,1,58
gnjqj,3,29,93,11,31,22
fwcmb,11,9,3,11,28,68
rhpd0,3,8,98,11,10,69
k0jiw,12,20,97,3,21,33
irnmt,1,22,32,8,15,53
c6yql,3,18,9,11,29,30
b6k44,5,7,7,11,29,84
sypry,12,18,86,3,2,53
z6rpl,4,4,73,7,5,2
ihe4s,3,12,25,11,12,3
v3yl1,3,30,39,11,18,91
p7inp,1,1,47,1,1,16
h8y9t,1,1,39,1,1,18
oc8pz,5,28,70,12,4,82
dpbi0,1,26,83,3,18,72
ijqy1,11,1,84,12,1,39
t3au2,11,17,1,12,31,2
wpi3d,10,7,1,10,30,32
fyen8,2,10,19,4,12,47
xop0t,3,18,42,11,3,31
p4qhi,1,1,30,1,1,97
f63z2,5,22,64,5,14,98
uhg5s,4,26,92,3,29,95
wigwi,3,21,56,9,3,50
h0j8m,7,1,39,6,6,15
cg5hr,12,1,59,12,1,70
hdjg6,6,4,49,7,28,43
tboqd,11,31,8,3,12,95
bztfu,11,31,13,5,13,14
haoxp,3,29,86,12,25,12
iszou,3,19,86,11,30,5
aesdj,11,1,83,11,1,36
pp97v,4,2,28,5,12,32
uc8zr,12,10,52,11,8,15
eketf,3,1,2,3,1,72
xfx6i,10,22,15,10,28,53
y8jls,1,9,98,12,15,6
wbn8q,10,17,38,7,22,93
s0gwk,12,12,61,12,23,7
l6ldn,12,28,17,11,3,94
fyito,1,1,32,1,1,13
xkudk,2,21,9,10,11,62
n3vfg,11,19,47,5,27,90
lh3mc,11,4,8,5,17,95
k8oaq,1,16,89,11,13,31
fr634,3,7,87,5,6,99
j5idd,1,1,91,1,1,16
uy5g6,1,28,71,1,28,96
o28mo,1,1,64,1,1,40
k0ye4,5,7,9,11,13,73
ce6wi,11,16,76,11,23,90
kgt53,12,20,99,11,29,19
feaz7,8,7,18,12,12,22
kk32n,12,27,90,3,14,21
d3k0m,3,1,12,12,1,52
ycrww,7,27,26,6,6,15
ef537,12,1,62,9,1,44
dd7f8,3,7,1,3,11,75
rr80d,2,17,76,4,28,50
iht56,3,1,3,3,1,91
z4utg,7,21,62,9,28,68
kvhcs,3,18,65,11,28,8
qameb,12,1,97,12,1,25
vopmq,3,6,15,11,11,23
zdy77,3,6,3,3,7,7
vve41,3,31,98,5,31,50
ps68h,8,20,94,7,5,73
viohm,6,2,81,12,22,86
hpmx5,11,3,90,11,3,69
wwc3j,5,20,1,12,4,50
wqpf7,2,23,27,7,24,46
jlexk,9,26,81,9,31,42
bmyjz,11,20,95,11,14,43
rg4dk,3,26,73,12,9,19
c3wbq,7,20,76,7,23,40
ao852,1,1,32,1,1,92
y2kfw,11,10,84,5,21,94
on7i7,12,8,36,11,12,54
qe4fg,3,13,39,11,22,52
wzqik,11,1,85,11,1,91
yqa6v,11,29,27,5,16,4
yb20q,7,15,71,4,5,75
dz78s,12,26,93,9,16,97
ik22a,11,24,61,12,6,12
tgqak,11,2,9,12,25,15
anpo3,12,1,26,12,1,51
gti73,5,31,9,3,5,29
no5qj,11,24,9,12,3,18
iwryr,3,11,95,11,3,72
enev7,6,16,74,7,13,25
xoyzy,5,8,19,11,28,40
lc1af,10,1,97,9,29,10
k20jh,12,7,12,12,28,99
r15an,11,30,58,3,4,82
rt5cx,12,1,56,3,1,32
mbo8q,12,1,12,3,1,21
xevya,3,23,63,5,23,45
hufg1,12,23,75,3,25,47
wysxt,1,26,39,6,27,3
woq09,3,1,93,12,23,91
a1sn5,12,12,78,3,6,97
tun0l,7,24,96,10,12,19
e1gmb,7,10,12,10,6,37
m1vss,3,4,60,3,2,97
xcrmm,11,1,44,5,1,90
fvogy,11,28,38,1,3,37
okkrb,3,19,52,4,9,12
u1tyt,12,21,61,12,18,43
mpqbt,5,1,57,3,1,65
c9dau,3,26,11,11,6,5
b3wo2,12,16,79,3,7,35
ns6wy,9,10,74,12,12,61
abq6m,3,1,75,3,1,67
awiyi,3,14,34,11,11,29
y19nt,12,1,34,3,1,96
nf5yb,5,26,0,8,6,5
mxlbk,1,26,86,9,9,85
cuqpy,3,31,54,3,14,51
up2to,11,12,47,12,14,48
nn15a,3,7,77,3,1,21
fktin,10,18,23,2,21,76
t1z0r,12,1,39,9,1,70
gn8e1,5,15,35,3,6,50
n9ze8,7,2,37,10,5,38
oiddp,11,1,79,11,1,44
hrxaf,1,1,53,1,1,41
wdp6m,12,26,57,12,5,63
s4lfi,11,7,57,11,8,40
hm48j,12,27,42,12,27,75
els3o,12,6,92,12,2,64
iwvm9,5,1,1,11,1,62
mg1rp,12,1,75,12,18,49
outbm,12,22,46,7,12,50
ky96p,12,13,5,11,23,32
bluld,12,22,80,12,9,44
r1mk4,3,1,77,3,1,20
jsw1c,3,3,23,3,20,19
ie0m1,12,7,50,11,4,23
osrm3,2,27,44,4,27,60
v4ttp,5,20,13,12,19,20
aebrc,8,6,77,9,22,78
y9bsq,2,27,74,6,25,75
q006f,11,3,47,12,16,24
o17w8,5,1,75,8,1,11
b34cb,7,31,75,7,2,41
s0vb8,12,4,11,11,11,48
ssi91,1,12,66,12,22,4
ox8go,11,12,31,3,23,38
uiy48,11,1,47,5,1,9
vtd6a,9,26,41,12,25,29
vd9go,11,7,86,12,2,48
inmca,3,29,15,11,14,70
rlnyt,3,1,69,9,1,29
b5bhm,4,15,39,9,30,82
opp5r,1,1,29,1,1,22
dzdqj,11,1,66,1,1,55
h5ry6,12,1,55,11,10,49
rob4x,4,21,79,4,6,74
ljp94,12,3,78,3,7,62
wsrp7,3,6,96,12,18,35
cwjre,12,1,30,3,1,39
zanzm,12,5,2,11,27,40
sdh3k,12,19,36,11,29,93
lks6n,2,29,80,10,22,38
algq7,12,1,45,12,1,91
bufxm,1,1,40,1,1,33
keuqk,9,1,76,3,1,36
onyuc,5,1,51,11,1,21
nwkh8,12,11,5,3,28,43
hwxsh,11,1,31,11,1,34
qxj35,11,7,79,11,24,93
pu262,3,31,1,3,8,55
ic40d,12,4,86,3,4,43
izr72,3,8,85,11,22,72
l0lq9,11,10,36,12,29,81
th58p,8,24,99,12,13,99
ps9z0,9,8,56,3,7,17
d7lct,11,7,65,5,31,12
ym4p9,12,27,33,11,23,10
fygkv,10,16,78,7,12,30
r80gx,9,1,64,5,1,38
az3oz,11,14,79,3,7,41
g7w24,5,23,26,3,21,12
o3odt,1,30,84,9,11,93
wdtts,8,14,55,11,13,18
o5ims,3,1,45,3,1,15
b3q0i,2,27,1,2,27,98
y0ap6,3,16,54,3,28,50
hcidr,12,5,55,11,31,5
j7t9g,3,21,32,9,15,83
cdqpe,12,5,82,11,12,47
sjaml,3,21,79,1,1,88
lq3jd,11,22,29,12,5,35
ff1ef,3,12,74,1,29,52
qc6bq,12,17,91,12,1,27
fdvar,3,29,33,5,26,64
n3mf4,2,15,47,7,17,97
r67jt,12,1,40,11,1,33
v70dv,12,28,39,3,28,87
s608d,6,10,48,4,15,90
ol3a8,9,24,96,9,13,82
aimqv,5,11,68,12,25,89
g1lnv,12,27,91,3,28,36
p8sxk,12,29,85,12,20,17
ntxci,11,22,36,12,9,56
ni005,11,1,14,11,1,18
tlkl9,12,11,14,11,10,72
x6sdl,8,15,17,9,30,75
nd4ou,3,31,13,12,3,44
dtmj1,11,8,75,3,13,86
ly3lh,11,23,25,12,26,99
gwb2u,12,1,44,11,1,24
n5wy8,5,19,4,5,3,65
pivkq,4,20,64,10,10,81
ojcpl,12,2,71,3,16,87
pe05q,11,14,60,5,31,92
iy3kc,9,26,69,9,14,0
ewjf1,6,28,9,10,7,31
ww5ek,10,4,10,2,9,4
kej85,3,3,95,5,21,79
fnas4,11,20,79,11,20,50
zl1gq,11,25,28,11,2,36
apvo9,12,21,92,3,13,64
j7wjl,3,1,18,3,1,27
t1mqz,12,2,55,3,3,19
ksyi9,11,31,16,12,11,9
v50e1,12,8,92,3,3,47
jxpdi,12,17,98,12,6,26
q38cc,9,22,1,12,22,36
lvg10,12,22,73,12,22,58
mdcyn,6,6,8,6,31,80
mq9j9,3,3,12,11,10,14
zx2p1,3,17,94,11,27,7
tg4h3,4,16,15,7,31,19
jzemb,2,16,2,7,12,73
k3ze5,5,3,73,12,18,95
kcv6u,9,28,90,5,9,94
t103z,12,13,49,11,13,92
pkp7s,3,19,48,11,7,85
nd8fq,12,6,92,11,14,90
l3aei,12,6,45,3,28,29
ktmto,11,5,79,5,28,78
ocals,12,19,10,5,25,19
vxkga,11,9,80,12,29,44
zvtah,3,19,9,11,31,76
bbx6y,9,25,15,12,19,16
g0p3x,5,16,52,12,13,71
riqgu,9,1,57,9,1,71
dfcos,12,29,22,11,16,8
pwodl,11,16,16,3,10,77
ljm4f,3,13,43,12,26,51
ev9xz,3,2,40,11,15,9
nucfz,12,15,15,9,27,42
nt3es,12,10,82,11,21,65
suzxz,11,7,55,12,20,23
vx6v3,1,1,38,1,1,16
yvpob,9,1,8,1,1,45
lznio,10,11,97,7,7,69
rxvm2,3,1,47,11,1,90
ufe9q,11,17,15,5,22,27
zale2,1,1,78,1,1,56
q5pno,12,1,54,12,1,58
ggf9d,12,1,56,12,1,82
i29ie,1,1,68,1,1,43
ffbdc,2,2,63,6,29,39
fl8mf,11,1,92,11,1,22
hy0ub,1,23,98,12,13,89
mc79x,5,19,17,3,21,91
uaidu,7,7,97,10,17,3
hc564,12,27,39,3,12,81
eljfg,11,25,58,9,9,60
dnx90,10,29,51,10,29,53
fkz2s,12,1,43,12,1,30
lc5wz,4,8,14,2,18,1
kbnlb,11,13,49,12,28,29
k4hkc,3,5,43,5,8,67
iaes2,12,31,64,11,1,34
ldynr,4,23,72,6,9,69
qm8ix,11,15,80,3,16,3
bug5x,6,17,41,6,29,98
xxt4y,5,5,71,11,7,86
htkrv,12,28,33,3,15,48
di5ot,1,30,30,3,4,90
esj5j,3,4,90,11,2,71
oa649,3,20,29,12,29,43
n7ihe,12,13,19,5,31,81
cx7k3,12,18,36,12,4,97
mnsue,12,1,12,12,1,96
fkpwf,11,27,16,5,8,75
xt0mt,3,8,98,12,18,29
i6h6h,12,2,35,8,28,62
z2n1x,7,15,2,1,31,85
p5eu9,11,12,22,11,7,43
zbrdh,3,22,24,11,4,91
oxibo,5,26,22,3,10,78
dz9xu,3,2,58,11,31,4
qttxb,7,7,64,4,14,86
mzj1a,12,9,70,5,17,4
vo379,11,3,5,3,16,7
kz0k2,10,9,41,10,11,93
epwp4,7,2,61,4,5,4
cxpe1,5,1,15,11,1,74
tmdft,11,28,46,3,5,45
grqur,3,13,60,5,15,33
rimzb,12,28,14,12,1,13
d0pf9,9,1,72,8,1,12
ckzc7,12,1,95,5,1,83
st0xi,1,24,23,9,4,4
ielvm,7,16,40,4,18,56
o6wnh,12,5,77,12,26,95
auhue,11,3,62,3,9,61
euf6l,12,30,18,12,19,52
cjqy8,2,6,62,7,10,99
h724e,3,28,70,11,6,33
hd9fe,12,12,1,12,12,35
j97a4,5,6,60,11,12,73
g5l3y,7,12,79,7,12,62
le97n,1,1,18,1,1,8
xso3e,5,19,85,11,24,14
cwrff,4,26,46,10,24,85
x63of,6,1,13,6,25,42
kzcng,11,18,83,12,16,37
praml,1,3,82,12,17,25
rtz67,11,14,71,12,10,12
t4p3s,1,1,6,1,1,37
y6cg6,8,22,85,11,20,22
zbqse,11,1,88,12,1,47
c9hh1,2,6,83,7,27,13
k4f2b,3,28,93,12,23,2
od130,12,8,53,11,26,81
noxo8,5,3,80,12,11,75
zuinr,12,9,72,12,3,52
q7lyj,3,1,25,11,1,24
k97se,12,17,72,8,6,85
xqqtl,1,21,26,8,2,23
thpco,7,19,70,2,28,75
u8xsr,12,16,16,8,25,63
qr5ay,4,24,28,3,15,32
bydbc,11,24,30,3,1,61
zigk8,12,12,35,11,5,27
sc3nk,5,18,13,3,3,96
d3khs,3,23,77,9,9,25
gohbw,5,4,2,3,20,73
i832d,7,23,36,7,1,36
gl3r5,12,1,49,3,1,41
q7wza,3,1,83,11,16,68
oq2k5,5,1,8,12,1,79
fpigg,4,31,77,4,27,62
sqfz5,4,4,24,6,16,56
h6a6x,5,9,52,9,1,16
